Tweet,Subject_of_tweet,Emotion
"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",Apple,1
Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high,iPhone,1
@mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Android,1
Geek out at the #sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link},iPad,1
"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw.",iPad,1
The band at the Google party is the most entertaining band I have ever seen #sxsw,,1
The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},Apple,1
"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}",Apple,1
bout to watch the @mention live at #SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.,iPad,1
Another late start at #sxsw #sxswi damn you google and your rocking 80's party,Google,1
The Spasmatics are rockin' it at the ACLU / Google party. #sxsw,Google,1
"Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link}",iPad,1
Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,1
#iPhone battery doesn't last long under #sxsw usage,iPhone,0
We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,1
"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",iPhone,1
"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",Google,1
"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",iPad or iPhone App,1
#Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews #sxsw,Other Google product or service,1
Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,iPad,1
iPad giveaway for using @mention at #sxsw {link},iPad,1
Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,1
@mention awesome. I traded in #sxsw last year for the iPad 1.,iPad,1
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",iPad or iPhone App,1
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",iPad or iPhone App,1
Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings,Android,1
"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",iPad,1
Giving away an iPad 2 at this panel. Wish me luck! #sxsw,iPad,1
Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},iPad,1
"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion",Apple,1
"Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists.",,1
"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",iPad,1
"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",Google,1
Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw,Other Google product or service,1
Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,Other Google product or service,1
"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",Other Google product or service,1
"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location.",Google,1
"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions",Google,1
Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW,Google,1
Marissa Mayer: Check-ins are fun but what do you get from them?  Thats why google is testing loyalty offers.  Watch out foursquare. #sxsw,,1
"Marissa Mayer: Google maps should have better customer service, quicker responses. #sxsw #FH",Other Google product or service,0
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot,Google,1
Marissa Mayer: Location and contextual discovery will enable mobile devices to make us more efficient.  e.g. Google Places w/Hotpot #sxsw,Other Google product or service,1
Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,iPad,0
Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins,Google,1
really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW,iPad or iPhone App,0
really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link},iPad or iPhone App,0
Google web fonts...pretty... #sxsw #tradeshow {link},Other Google product or service,1
Chrome Web Store: Google calls it the HTML5 Hot Tub #sxsw #steamy #hot #nerds,Other Google product or service,1
Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link},Apple,1
@mention be sure to use our FREE App for checking out the bands at #SXSW! {link},,1
"Enjoying Berkowitz talk about RFID and NCF...impact on mobile, retail. Would you carry a NFC phone? Google bullish #sxsw ballroom E",,1
@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,iPad,0
RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany,iPad or iPhone App,1
"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,1
Too quotable --&gt; RT ÛÏ@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW,Apple,0
@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW,iPad,1
Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.,iPhone,0
Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.,Google,1
Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw,iPad,1
#redbull bpm DJ iPad app is powering this party. #sxsw #DTas   @mention Republic Live {link},iPad or iPhone App,1
Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,1
Google Labs' Fusion Tables made Election Day Foursquare visualization possible #SXSW ^PR,Other Google product or service,1
I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.,Google,1
"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. #SXSW #gsdm",iPad or iPhone App,1
"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw",iPad,0
"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. #SXSW",Other Google product or service,0
"&quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw",,1
The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,iPad,1
The iPad calendar = The Frankeninterface. Designed as one interface metaphor but uses another. #tapworthy #sxsw,,0
"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}",iPad,1
@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.,iPad,1
"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",,1
#sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,Apple,0
"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese",iPhone,0
@mention check it. RT @mention #SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link},iPad or iPhone App,1
@mention check out @mention awesome dj skills on the iPad while u are at #SXSW,iPad,1
"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} #SXSW",iPad or iPhone App,1
@mention check out our #eventseekr app launching at #sxsw keep updated on parties. Android: {link} iPhone app on its way,Android App,1
"@mention check out Smyle (for #Android and the web). Has group chat, shared location and media, and whiteboarding. Thanks. #SXSW #app",Android App,1
About to check out &quot;mistakes I made building Netflix for iPhone.&quot; this is going to be cool -you should always learn from mistakes. #sxsw,iPad or iPhone App,1
@mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW,iPad,1
@mention Check the latest stream at Apple's store at #SXSW {link} . iPad2 wait for me  #PLAYSXSW,iPad,1
"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days.",Apple,0
#saveustechies panel at #sxsw getting off to a great start with a video on the surui carbon project by google {link},Google,1
"Stupid technology! You always fail at important times! At #SXSW w/ an iPhone, laptop AND Blackberry and the only thing working is my pen.",iPhone,0
It's official: people using the iPad 2 to take photos just look weird. #SXSW,iPad,0
It's official: We'll be presenting #Filmaster for #iPhone in the contest of world's best mobile apps at #SXSW !!! {link},iPad or iPhone App,1
It's official! I'm buying an iPad. #SXSW #elevate,iPad,1
Pretty excited about the Apple Pop Up Store coming to #SXSW {link},Apple,1
Pretty excited for @mention iPad session #uxdes #sxsw,iPad,1
Pretty excited for my iPhone to stop working #sxsw #AT&amp;T,iPhone,0
We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,iPad,1
#iPad2 rocks #SXSW (@mention Apple POP UP Store) {link},iPad,1
My first computer as a kid was an Atari 800; my kids first computer will be an iPad.  What will they be able to do that I couldn't? #sxsw,iPad,1
.crowdbeacon has put together a guide to #sxsw at {link} The latest update to their iPhone app is going to be sick.,iPad or iPhone App,1
"On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention Apple Store, SXSW) [pic]: {link}",Apple,1
At #SXSW conf and EVERYONE has a Mac or Ipad (including me). What happened to the PC? Is it becoming obsolete?,iPad,1
@mention congrats on the first iPad 2 at #sxsw,iPad,1
@mention Congrats on your iPhone app being featured at #SXSW!,iPad or iPhone App,1
@mention Congratulations on winning the Android award! :) #sxsw,Android,1
"@mention congratulations, sent from Seesmic on my Android phone, at #SXSW!",Android App,1
Trying 2 convince @mention 2 watch the launch of google Social network at #SXSW . I didn't know there was going to be comedy?!,Other Google product or service,0
"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",iPhone,1
"Could be cool. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,1
"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. #sxsw",Google,1
I really could use one of those tiny MacBook Airs. Did I read that Apple set up a temporary store at SXSW? Where is it? #SXSW,Apple,1
@mention crew ripped up Android party - thanks for having us Droid! {link} #sxsw,Android,1
The data crunch at #SXSW is crippling Google Voice. Back to regular texting we go...,Other Google product or service,0
new product idea: pants with a built in iphone charging dock built into the pocket! #sxsw,iPhone,1
"True,expect more insidious approaches, like Apple subscriptions. RT @mention {link} . Disgraceful.  #libraries #sxsw",Apple,0
"#bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech",Apple,1
{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw,iPad,1
Unimitated - Fingerprint Security Scan - {link} #iTunes #ipad2 #1990style #SXSW,iPad,1
"#flipboard - when bldg app for AppStore, need wholistic mktg awareness, p.r. strategy to drive adoption Don't just rely on Apple. #rji #sxsw",,0
#tech iPad 2 Gets Temporary #Apple_Store for #SXSW {link},iPad,1
